"","IDs","treatment","groupId","playerId","winner_game","winner_training","feelings","fair","most_important","least_important","random","gender","age","religion","race","inc","pol","educ","time","profile","rounds","hand_1","hand_2","hand_3","hand_4","hand_5","hand_6","hand_7","hand_8","hand_9","winner_1","winner_2","winner_3","winner_4","winner_5","winner_6","winner_7","winner_8","winner_9"
"236",373622837,"RE1",5,2,"False","True","angry","Unfair","luck","talent",1,"Female",24,"none","asian","$50,000-$75,000",2,"Some College",22.8343957822,2,7,70,71,62,73,76,52,80,NA,NA,"False","False","False","False","False","False","False}",NA,NA
"237",591419322,"RA1",4,1,"True","True","happy","Fair","luck","talent",1,"Female",24,"protestant","latino","$25,000-$50,000",5,"High School",26.6944964488,2,7,72,94,73,74,71,72,73,NA,NA,"True","True","True","False","False","True","True}",NA,NA
"238",22757985,"RE2",2,1,"True","True","happy","Unfair","luck","rules",1,"Male",60,"protestant","white","$50,000-$75,000",6,"College Degree",23.5975667675,2,6,49,99,100,99,102,83,NA,NA,NA,"True","True","True","True","True",NA,NA,NA,NA
"239",548560767,"RA1",4,2,"False","True","sad","Fair","luck","talent",1,"Male",49,"protestant","white","$75,000+",8,"Some College",32.1894633174,2,7,78,94,74,97,91,63,59,NA,NA,"False","False","False","True","True","False","False",NA,NA
"240",211189342,"PR2",4,1,"True","False","happy","Fair","rules","luck",1,"Male",53,"catholic","white","$50,000-$75,000",4,"Graduate/Professional Degree",24.3810972174,2,7,67,65,103,68,89,64,102,NA,NA,"True","False","True","False","True","False","True",NA,NA
"241",142306305,"RE2",2,2,"False","True","angry","Unfair","luck","rules",1,"Male",26,"catholic","white","$0-$25,000",5,"College Degree",23.6927369157,2,6,68,54,61,68,49,49,NA,NA,NA,"False","False","False","False","False","False",NA,NA,NA
"242",318218417,"RA1",5,1,"False","True","indifferent","Unfair","luck","talent",1,"Male",27,"none","latino","$50,000-$75,000",5,"College Degree",24.7827209195,2,6,88,89,81,81,92,85,NA,NA,NA,"True","False","False",NA,"False",NA,NA,NA,NA
"243",287144349,"RA1",5,2,"True","False","happy","Fair","luck","talent",1,"Male",35,"none","white","$25,000-$50,000",2,"College Degree",21.1625785987,2,6,57,91,90,103,89,83,NA,NA,NA,"False",NA,NA,"True",NA,"True",NA,NA,NA
"244",54308679,"RE1",4,1,"True","True","happy","Fair","luck","talent",1,"Male",31,"protestant","white","$25,000-$50,000",5,"High School",27.296027867,2,6,81,78,102,98,79,84,NA,NA,NA,"True","True","True",NA,"True","True",NA,NA,NA
"245",778455258,"RE1",8,1,"True","True","happy","Fair","talent","luck",1,"Female",63,"none","white","$25,000-$50,000",2,"College Degree",20.2154403647,2,7,73,81,91,80,91,97,85,NA,NA,"True","True","True","True","True","True","True",NA,NA
"246",394507658,"RA1",6,1,"True","True","happy","Fair","talent","rules",1,"Male",24,"other","white","$0-$25,000",4,"Some College",24.159248666,2,7,93,88,94,79,94,74,89,NA,NA,"True","True","True","True","True","False","False",NA,NA
"247",214184841,"RE1",4,2,"False","False","indifferent","Unfair","rules","talent",1,"Female",46,"protestant","white","$75,000+",3,"High School",32.0784371138,2,6,71,78,55,73,73,63,NA,NA,NA,"False","False","False","False",NA,"False",NA,NA,NA
"248",199509716,"RE1",8,2,"False","False","indifferent","Unfair","rules","luck",1,"Male",39,"other","white","$25,000-$50,000",9,"High School",25.2864924351,2,7,70,73,64,71,61,72,65,NA,NA,"False","False","False","False","False","False","False",NA,NA
"249",533932603,"RA1",6,2,"False","False","happy","Fair","talent","luck",1,"Female",59,"protestant","white","$75,000+",8,"Some College",30.0257186492,2,7,68,85,97,86,73,98,92,NA,NA,"False","False","False","False","False","True","True",NA,NA
"250",708350142,"RA1",8,2,"True","True","happy","Fair","rules","luck",1,"Female",30,"protestant","white","$50,000-$75,000",6,"College Degree",25.3126217484,2,6,94,69,82,84,NA,85,83,NA,NA,"True","False","True","False",NA,"False","True",NA,NA
"251",857540942,"RA1",8,1,"False","False","indifferent","Unfair","luck","rules",1,"Male",28,"none","latino","$0-$25,000",5,"College Degree",26.5387857,2,7,57,95,61,90,67,83,68,NA,NA,"False","True","False","True","False","True","False",NA,NA
"252",936749375,"RE1",7,2,"True","False","happy","Fair","luck","talent",1,"Female",31,"protestant","white","$50,000-$75,000",8,"College Degree",21.0045690497,2,6,89,99,84,97,91,87,NA,NA,NA,"True","True","True",NA,NA,"True",NA,NA,NA
"253",212081157,"RE1",7,1,"False","False","indifferent","Unfair","luck","talent",1,"Male",36,"protestant","white","$50,000-$75,000",3,"Some College",21.1707433661,2,6,54,57,72,58,67,61,NA,NA,NA,"False","False","False","False","False",NA,NA,NA,NA
"254",876003350,"RE2",1,1,"True","False","happy","Unfair","luck","talent",1,"Male",47,"none","white","$50,000-$75,000",5,"College Degree",32.1082467516,2,7,96,113,94,91,113,90,93,NA,NA,"True","True","True","True","True","True","True}",NA,NA
"255",902466551,"RE2",1,2,"False","False","angry","Unfair","rules","talent",1,"Female",29,"none","black","$0-$25,000",5,"High School",34.5909460823,2,7,74,64,64,49,72,60,69,NA,NA,"False","False","False","False","False","False","False",NA,NA
"256",479173756,"RA1",11,1,"False","False","indifferent","Fair","luck","talent",1,"Male",32,"none","white","$75,000+",2,"High School",25.4710762302,2,7,78,71,86,74,78,81,91,NA,NA,"True","False","False","False","False","False","True",NA,NA
"257",578839382,"RA1",11,2,"True","False","happy","Fair","luck","rules",1,"Female",54,"none","white","$0-$25,000",2,"College Degree",25.0548967838,2,7,81,70,75,90,81,77,60,NA,NA,"False","True","True","True","True","True","False}",NA,NA
"258",482125052,"RA1",10,2,"False","False","happy","Fair","luck","rules",1,"Female",36,"none","white","$50,000-$75,000",1,"College Degree",31.0315021833,2,7,81,81,86,89,81,77,88,NA,NA,"False","False","False","True","False","False","False",NA,NA
"259",629464557,"RA1",10,1,"True","False","happy","Fair","talent","luck",1,"Female",50,"none","white","$0-$25,000",7,"High School",27.4376259804,2,7,92,91,73,66,93,78,80,NA,NA,"True","True","True","False","True","True","True}",NA,NA
"260",595324258,"RA2",7,1,"True","False","happy","Fair","talent","luck",1,"Male",40,"none","white","$50,000-$75,000",2,"College Degree",26.4488980651,2,7,51,74,85,84,86,68,104,NA,NA,"False","False","True","True","True","False","True",NA,NA
"261",151428308,"RA2",7,2,"False","True","indifferent","Fair","luck","talent",1,"Male",27,"none","white","$25,000-$50,000",2,"College Degree",23.8236469825,2,7,82,90,78,79,87,83,73,NA,NA,"True","True","False","False","False","True","False}",NA,NA
"262",200717516,"RA1",12,2,"False","False","angry","Unfair","luck","talent",1,"Male",39,"catholic","white","$25,000-$50,000",5,"High School",23.008007733,2,7,55,76,63,65,82,61,85,NA,NA,"False","False","False","False","False","False","True",NA,NA
"263",359628871,"RE2",4,2,"True","True","happy","Unfair","rules","talent",1,"Female",47,"protestant","white","$75,000+",2,"College Degree",27.2141614318,2,7,89,109,83,96,82,99,87,NA,NA,"True","True","True","True","True","True","True",NA,NA
"264",96939907,"RA1",12,1,"True","False","happy","Fair","talent","luck",1,"Male",71,"protestant","white","$25,000-$50,000",4,"College Degree",24.17427152,2,7,52,93,73,84,79,96,66,NA,NA,"True","True","True","True","True","True","False}",NA,NA
"265",837366459,"RE2",3,1,"False","False","sad","Unfair","rules","talent",1,"Male",56,"other","latino","$0-$25,000",1,"Some College",34.0904310505,2,6,49,66,73,60,63,66,NA,NA,NA,"False","False","False","False","False","False",NA,NA,NA
"266",361288263,"RE2",4,1,"False","True","sad","Unfair","luck","talent",1,"Male",24,"muslim","asian","$75,000+",3,"College Degree",26.3275023341,2,7,83,63,67,59,61,45,64,NA,NA,"False","False","False","False","False","False","False}",NA,NA
"267",492480332,"RE2",3,2,"True","False","happy","Fair","luck","rules",1,"Male",46,"catholic","asian","$75,000+",8,"Graduate/Professional Degree",38.1771798333,2,6,81,91,107,101,98,97,NA,NA,NA,"True","True","True","True",NA,"True",NA,NA,NA
"268",953801567,"RA1",3,2,"True","False","happy","Fair","talent","luck",1,"Female",22,"protestant","white","$0-$25,000",7,"Some College",35.5752192855,2,7,70,82,82,86,82,84,100,NA,NA,"False","False","True","True","True","False","True}",NA,NA
"269",750785664,"RA1",3,1,"False","True","happy","Fair","luck","rules",1,"Female",30,"other","white","$50,000-$75,000",7,"Some College",37.9129436493,2,7,81,92,74,86,88,85,70,NA,NA,"True","True","False","False","False","True","False",NA,NA
"270",188657210,"RE1",10,1,"True","True","happy","Unfair","luck","talent",1,"Male",28,"none","white","$0-$25,000",5,"Some College",21.1446078181,2,7,63,75,99,93,98,85,101,NA,NA,"True","True","True","True","True","True","True}",NA,NA
"271",684602741,"PR2",5,2,"True","False","happy","Fair","luck","talent",1,"Male",30,"protestant","black","$25,000-$50,000",6,"College Degree",43.9361253818,2,7,90,58,97,60,110,55,105,NA,NA,"True","False","True","False","True","False","True",NA,NA
"272",44431812,"RE1",10,2,"False","False","indifferent","Unfair","luck","talent",1,"Female",27,"none","black","$75,000+",4,"College Degree",20.8575868845,2,7,82,76,52,75,77,73,78,NA,NA,"False","False","False","False","False","False","False",NA,NA
"273",148014142,"RE1",6,1,"False","False","sad","Unfair","luck","talent",1,"Male",33,"jewish","white","$50,000-$75,000",5,"Some College",32.4135058999,2,7,78,76,64,66,63,62,50,NA,NA,"False","False","False","False","False","False","False",NA,NA
"274",963064739,"RE1",6,2,"True","False","happy","Fair","talent","rules",1,"Female",44,"catholic","latino","$75,000+",3,"College Degree",32.9048435847,2,7,78,100,73,80,80,106,102,NA,NA,"True","True","True","True","True","True","True}",NA,NA
"275",606136475,"PR2",5,1,"False","True","angry","Unfair","luck","talent",1,"Female",27,"none","white","$25,000-$50,000",1,"Graduate/Professional Degree",40.4173399329,2,7,68,100,57,94,72,88,58,NA,NA,"False","True","False","True","False","True","False",NA,NA
"276",681108001,"RA2",8,2,"True","False","happy","Fair","luck","talent",1,"Male",26,"none","white","$25,000-$50,000",1,"Some College",18.340897882,2,7,64,79,104,98,79,81,80,NA,NA,"False","False","True","True","True","False","True",NA,NA
"277",402257028,"RA2",8,1,"False","False","indifferent","Unfair","luck","rules",1,"Male",34,"none","white","$0-$25,000",5,"College Degree",20.3110058506,2,7,87,89,89,81,71,79,69,NA,NA,"True","True","False","False","False","True","False",NA,NA
"278",990102248,"RA2",5,1,"True","False","happy","Unfair","rules","talent",1,"Male",65,"none","white","$25,000-$50,000",4,"College Degree",34.0039224823,2,7,62,93,74,92,79,73,67,NA,NA,"True","True","True","True","False","False","False}",NA,NA
"279",255214258,"RA2",5,2,"False","True","angry","Unfair","luck","talent",1,"Female",55,"protestant","white","$50,000-$75,000",7,"Graduate/Professional Degree",31.2769460162,2,7,77,86,81,74,99,71,92,NA,NA,"False","False","False","False","True","True","True",NA,NA
"280",674257881,"PR1",2,1,"True","False","happy","Fair","rules","luck",1,"Female",59,"protestant","white","$25,000-$50,000",7,"Some College",29.6382642984,2,7,87,69,82,108,83,69,99,NA,NA,"True","False","False","True","True","False","True}",NA,NA
"281",260609206,"PR1",2,2,"False","False","indifferent","Unfair","luck","rules",1,"Male",41,"catholic","white","$50,000-$75,000",2,"Some College",23.0778329492,2,7,70,105,74,59,87,96,51,NA,NA,"False","True","True","False","False","True","False",NA,NA
"282",449402508,"RA2",9,1,"False","True","angry","Unfair","rules","luck",1,"Male",36,"none","white","$75,000+",2,"College Degree",20.6150936683,2,7,59,62,81,76,81,75,70,NA,NA,"True","False","True","False","False","False","False}",NA,NA
"283",319012942,"RA2",9,2,"True","True","happy","Unfair","rules","luck",1,"Female",45,"catholic","white","$25,000-$50,000",3,"College Degree",22.7333322326,2,7,84,86,74,97,85,92,82,NA,NA,"False","True","False","True","True","True","True",NA,NA
"284",163906081,"PR2",7,1,"False","False","happy","Fair","talent","luck",1,"Female",32,"other","white","$50,000-$75,000",4,"College Degree",30.3504299323,2,7,87,90,58,110,82,93,NA,NA,62,"False","True","False","True","False",NA,NA,NA,"False"
"285",614713713,"PR2",8,1,"False","False","sad","Unfair","rules","luck",1,"Female",53,"none","white","$25,000-$50,000",5,"College Degree",22.1180020968,2,7,79,94,60,90,50,109,53,NA,NA,"False","True","False","True","False","True","False",NA,NA
"286",677952157,"PR2",8,2,"True","True","happy","Fair","rules","talent",1,"Female",68,"none","white","$75,000+",2,"Graduate/Professional Degree",26.7883220196,2,7,80,61,93,68,102,63,96,NA,NA,"True","False","True","False","True","False","True",NA,NA
"287",631047727,"PR2",7,2,"True","True","happy","Fair","luck","talent",1,"Female",34,"none","white","$25,000-$50,000",1,"High School",25.8297629158,2,7,94,69,93,85,100,81,NA,NA,96,"True","False","True","False","True","False",NA,NA,"True"
"288",111923516,"RE1",12,1,"True","True","happy","Fair","rules","luck",1,"Female",43,"protestant","white","$50,000-$75,000",9,"College Degree",23.7292552193,2,7,68,105,92,92,99,84,91,NA,NA,"True","True","True","True","True","True","True",NA,NA
"289",503832441,"PR2",6,2,"False","False","indifferent","Fair","talent","rules",1,"Female",31,"protestant","black","$25,000-$50,000",1,"College Degree",46.4500289162,2,7,66,98,65,103,61,99,75,NA,NA,"False","True","False","True","False","True","False",NA,NA
"290",786074191,"RE1",12,2,"False","False","sad","Unfair","luck","talent",1,"Female",57,"protestant","white","$75,000+",5,NA,28.9250877817,2,7,66,88,58,78,60,62,84,NA,NA,"False","False","False","False","False","False","False",NA,NA
"291",157390039,"RE2",5,1,"True","False","happy","Fair","rules","luck",1,"Male",53,"catholic","white","$50,000-$75,000",5,"Graduate/Professional Degree",25.5362326821,2,7,76,111,106,95,103,100,NA,NA,97,"True","True","True",NA,NA,"True",NA,NA,"True"
"292",555056873,"PR2",6,1,"True","False","happy","Fair","rules","luck",1,"Male",38,"protestant","latino","$0-$25,000",4,"High School",50.1548815807,2,7,78,68,102,58,113,53,86,NA,NA,"True","False","True","False","True","False","True}",NA,NA
"293",772191911,"RE2",5,2,"False","True","angry","Unfair","luck","talent",1,"Female",62,"other","white","$0-$25,000",2,"College Degree",33.395181934,2,7,74,53,60,68,72,61,NA,NA,70,"False","False",NA,"False","False",NA,NA,NA,"False"
"294",23156432,"RE2",6,1,"True","False","happy","Fair","talent","luck",1,"Male",26,"other","white","$0-$25,000",7,"High School",28.1440111677,2,7,94,100,96,95,106,100,73,NA,NA,"True","True","True","True","True","True","False",NA,NA
"295",61707177,"RE2",6,2,"False","True","sad","Unfair","rules","talent",1,"Female",32,"none","white","$0-$25,000",2,"Some College",26.6039751689,2,7,71,69,58,55,63,76,78,NA,NA,"False","False","False","False","False","False","True}",NA,NA
"296",517454937,"RE2",8,2,"False","False","angry","Unfair","luck","talent",1,"Female",29,"none","white","$0-$25,000",3,"College Degree",18.2781509479,2,7,71,74,57,68,79,56,55,NA,NA,"False","False","False","False","False","False","False",NA,NA
"297",903503999,"RE2",8,1,"True","False","happy","Fair","rules","talent",1,"Male",22,"protestant","white","$50,000-$75,000",7,"College Degree",21.5336653193,2,7,68,117,87,90,105,101,87,NA,NA,"True","True","True","True","True","True","True}",NA,NA
"298",10209550,"RA1",13,1,"False","False","sad","Unfair","luck","rules",1,"Female",60,"protestant","black","$0-$25,000",1,"College Degree",37.0087192694,2,7,59,84,97,84,71,77,71,NA,NA,"False","False","True","False","False","False","True",NA,NA
"299",374249405,"PR2",10,1,"True","True","happy","Fair","luck","talent",1,"Male",33,"catholic","white","$50,000-$75,000",9,"College Degree",29.2342482169,2,7,73,59,89,58,100,70,100,NA,NA,"True","False","True","False","True","False","True",NA,NA
"300",110929725,"PR2",10,2,"False","False","angry","Unfair","luck","talent",1,"Female",23,"catholic","white","$25,000-$50,000",1,"Some College",20.8284693996,2,7,85,105,66,98,74,89,62,NA,NA,"False","True","False","True","False","True","False",NA,NA
"301",119800964,"RA2",10,2,"True","False","happy","Fair","talent","rules",1,"Female",40,"catholic","white","$75,000+",8,"Some College",32.0347850998,2,7,72,80,103,93,88,74,72,NA,NA,"False","False","True","True","True","False","True}",NA,NA
"302",212727159,"RA2",10,1,"False","True","sad","Fair","rules","luck",1,"Male",60,"none","white","$0-$25,000",2,"College Degree",36.2247997483,2,7,70,89,78,62,80,99,60,NA,NA,"True","True","False","False","False","True","False",NA,NA
"303",23118166,"RA1",13,2,"True","False","happy","Fair","talent","luck",1,"Female",60,"catholic","white","$25,000-$50,000",7,"High School",28.8105238994,2,7,82,69,63,76,85,84,79,NA,NA,"True","True","False","True","True","True","False}",NA,NA
"304",748025641,"RA1",14,1,"True","False","happy","Fair","luck","rules",1,"Female",27,"none","white","$0-$25,000",3,"High School",41.5488220652,2,7,88,81,74,84,84,83,73,NA,NA,"True","False","False","False","True","True","True",NA,NA
"305",276898722,"RA1",14,2,"False","False","sad","Fair","luck","talent",1,"Male",48,"other","latino","$50,000-$75,000",6,"College Degree",28.5338065823,2,6,62,100,94,90,81,NA,93,NA,NA,"False","True","True","True","False",NA,"False}",NA,NA
"306",147999040,"PR2",9,2,"False","False","indifferent","Unfair","luck","talent",1,"Female",37,"none","white","$25,000-$50,000",3,"College Degree",29.8271949967,2,7,67,106,58,88,55,99,78,NA,NA,"False","True","False","True","False","True","False",NA,NA
"307",688466525,"PR2",9,1,"True","False","happy","Fair","rules","talent",1,"Female",29,"protestant","black","$50,000-$75,000",2,"College Degree",26.4392920494,2,7,78,71,98,46,112,46,90,NA,NA,"True","False","True","False","True","False","True}",NA,NA
"308",539590850,"RE2",7,1,"False","False","sad","Fair","luck","talent",1,"Male",33,"protestant","white","$50,000-$75,000",9,"Some College",25.3729533156,2,7,77,69,78,73,63,NA,56,NA,47,"False","False",NA,"False","False",NA,"False",NA,"False"
"309",496357819,"RE2",7,2,"True","True","happy","Fair","luck","talent",1,"Male",60,"none","white","$0-$25,000",3,"Some College",34.9603224834,2,7,80,98,89,104,95,NA,104,NA,91,"True",NA,"True",NA,NA,NA,"True",NA,"True"
"310",222679621,"RE2",12,2,"False","True","angry","Unfair","rules","talent",1,"Male",31,"protestant","white","$25,000-$50,000",8,"College Degree",31.3705462495,3,7,80,75,55,67,64,41,57,NA,NA,"False","False","False","False","False","False","False",NA,NA
"311",557415314,"RA2",6,2,"False","False","indifferent","Fair","luck","rules",1,"Male",28,"none","white","$25,000-$50,000",3,"College Degree",35.9042756836,3,7,40,75,97,69,80,63,77,NA,NA,"False","True","True","False","False","False","True}",NA,NA
"312",77289438,"RA2",6,1,"True","False","happy","Fair","luck","rules",1,"Male",62,"none","white","$25,000-$50,000",2,"Graduate/Professional Degree",33.3447225849,3,7,66,72,71,78,100,81,73,NA,NA,"True","False","False","True","True","True","False",NA,NA
"313",806468567,"RE2",13,1,"False","False","angry","Unfair","talent","luck",1,"Female",53,"other","white","$0-$25,000",4,"Some College",32.5416315675,3,6,81,75,54,69,61,64,NA,NA,NA,"False","False","False","False","False","False",NA,NA,NA
"314",804849366,"RE2",13,2,"True","False","happy","Fair","luck","talent",1,"Female",53,"protestant","white","$0-$25,000",8,"Some College",30.1541981181,3,6,68,97,80,91,79,93,NA,NA,NA,"True","True","True","True","True","True",NA,NA,NA
"315",543029754,"RA2",5,1,"True","False","happy","Fair","luck","rules",1,"Male",29,"catholic","white","$75,000+",5,"College Degree",27.5862764001,3,7,73,89,73,82,70,83,91,NA,NA,"True","False","False","True","False","True","True}",NA,NA
"316",356656668,"RA2",5,2,"False","False","indifferent","Fair","luck","talent",1,"Male",44,"none","white","$0-$25,000",5,"High School",40.0621510347,3,7,61,85,92,68,70,81,76,NA,NA,"False","True","True","False","True","False","False",NA,NA
"317",745537046,"RA1",7,1,"False","True","indifferent","Unfair","luck","talent",1,"Female",26,"none","other","$75,000+",2,"College Degree",42.6517052333,3,7,45,74,82,78,82,72,81,NA,NA,"False","True","True","False","False","False","True}",NA,NA
"318",605464540,"RA1",7,2,"True","True","happy","Fair","talent","rules",1,"Male",39,"catholic","latino","$25,000-$50,000",3,"College Degree",46.9486654997,3,7,108,96,88,92,93,93,76,NA,NA,"True","False","False","True","True","True","False",NA,NA
"319",822561151,"RE2",14,1,"True","False","happy","Fair","talent","luck",1,"Female",54,"catholic","white","$25,000-$50,000",4,"High School",34.0354743163,3,7,77,102,91,104,98,90,88,NA,NA,"True","True","True","True","True","True","True}",NA,NA
"320",297236102,"RE2",14,2,"False","True","indifferent","Unfair","rules","talent",1,"Male",24,"protestant","white","$25,000-$50,000",4,"College Degree",41.9119567831,3,7,68,60,47,67,74,47,44,NA,NA,"False","False","False","False","False","False","False",NA,NA
"321",602839799,"RE1",9,2,"True","True","indifferent","Unfair","luck","rules",1,"Female",53,"protestant","white","$25,000-$50,000",5,"Some College",23.2171699802,3,7,94,88,107,108,77,84,47,NA,NA,"True","True","True","True","False","False","False",NA,NA
"322",390563148,"RE1",9,1,"False","True","sad","Fair","luck","talent",1,"Female",45,"none","white","$75,000+",9,"High School",22.1560318987,3,7,73,75,72,49,77,90,85,NA,NA,"False","False","False","False","True","True","True",NA,NA
"323",91442910,"RE1",8,1,"True","True","happy","Fair","talent","luck",1,"Male",30,"none","white","$0-$25,000",2,"Some College",26.5785991987,3,7,76,90,81,86,90,97,NA,NA,94,"True","True","True","True","True","True",NA,NA,"True"
"324",90132137,"RE1",8,2,"False","False","sad","Unfair","rules","talent",1,"Female",42,"none","white","$25,000-$50,000",1,"College Degree",24.5012770136,3,7,78,55,71,78,78,67,NA,NA,62,"False","False","False","False","False","False",NA,NA,"False"
"325",882245707,"RE1",6,2,"True","True","happy","Fair","rules","luck",1,"Female",42,"other","black","$0-$25,000",2,"Some College",33.4065539638,3,7,100,100,89,93,111,91,95,NA,NA,"True","True","True","True","True","True","True",NA,NA
"326",290483414,"RE1",10,1,"True","True","happy","Unfair","luck","talent",1,"Female",36,"catholic","white","$50,000-$75,000",4,"College Degree",22.8691863497,3,7,70,76,90,92,110,76,97,NA,NA,"True","True","True","True","True","True","True}",NA,NA
"327",382360543,"RE1",10,2,"False","False","indifferent","Unfair","luck","talent",1,"Male",54,"none","white","$50,000-$75,000",4,"College Degree",24.5214378158,3,7,88,73,65,61,69,73,62,NA,NA,"False","False","False","False","False","False","False",NA,NA
"328",347308987,"RA1",14,1,"True","False","happy","Fair","talent","rules",1,NA,NA,NA,NA,NA,5,NA,42.879598848,3,6,79,70,65,95,93,85,NA,NA,NA,"False","False","True",NA,"True","False",NA,NA,NA
"329",852807577,"RA1",14,2,"False","False","angry","Unfair","luck","talent",1,"Male",28,"none","white","$50,000-$75,000",4,"College Degree",33.3969317993,3,6,94,96,89,93,87,80,NA,NA,NA,"True","True",NA,"False",NA,NA,NA,NA,NA
"330",883653927,"PR2",7,2,"True","False","happy","Fair","luck","talent",1,"Female",45,"other","white","$25,000-$50,000",9,"College Degree",51.7243258834,3,7,87,52,105,44,100,57,103,NA,NA,"True","False","True","False","True","False","True",NA,NA
"331",409504068,"PR2",12,1,"True","False","happy","Fair","rules","luck",1,"Male",47,"none","white","$50,000-$75,000",7,"High School",38.2860700329,3,7,88,56,72,101,74,92,75,NA,NA,"True","True","False","True","False","True","False",NA,NA
"332",282990137,"PR2",12,2,"False","True","sad","Fair","talent","luck",1,"Female",39,"catholic","white","$50,000-$75,000",5,"College Degree",39.592609783,3,7,57,104,82,52,101,66,105,NA,NA,"False","False","True","False","True","False","True",NA,NA
"333",908690396,"RE1",12,1,"True","True","happy","Fair","rules","rules",1,"Female",32,"other","white","$25,000-$50,000",6,"College Degree",17.7394402504,3,7,65,80,91,91,95,92,91,NA,NA,"True","True","True","True","True","True","True",NA,NA
"334",44239530,"RE1",12,2,"False","True","angry","Fair","rules","talent",1,"Female",32,"none","white","$50,000-$75,000",6,"College Degree",15.3777810017,3,6,70,52,79,60,69,NA,60,NA,NA,"False","False","False","False","False",NA,"False}",NA,NA
"335",470139902,"RE1",6,1,"False","False","sad","Fair","luck","rules",1,"Female",64,"lutheran","black","$50,000-$75,000",3,"Some College",33.5134689848,3,6,63,NA,70,78,66,74,66,NA,NA,"False",NA,"False","False","False","False","False}",NA,NA
"336",802942106,"PR2",7,1,"False","True","indifferent","Fair","rules","luck",1,"Male",34,"other","other","$50,000-$75,000",5,"College Degree",52.9243360003,3,7,51,107,51,97,70,107,58,NA,NA,"False","True","False","True","False","True","False}",NA,NA
"337",948309795,"PR1",14,2,"False","False","angry","Unfair","rules","luck",1,"Male",51,"protestant","white","$25,000-$50,000",9,"High School",46.4261874159,3,7,87,90,69,99,60,88,60,NA,NA,"False","True","False","True","False","True","False}",NA,NA
"338",349246440,"PR1",14,1,"True","True","happy","Fair","talent","luck",1,"Male",33,"catholic","white","$75,000+",2,"College Degree",55.3212526361,3,7,82,56,90,81,77,70,106,NA,NA,"True","False","True","False","True","False","True",NA,NA
"339",680361681,"RE1",7,2,"True","False","happy","Unfair","luck","talent",1,"Male",30,"none","latino","$75,000+",1,"Graduate/Professional Degree",38.9979682326,3,7,61,114,100,81,96,84,86,NA,NA,"True","True","True","True","True","True","True",NA,NA
"340",4970228,"RE1",7,1,"False","False","angry","Unfair","rules","talent",1,"Female",33,"protestant","white","$25,000-$50,000",6,"College Degree",39.4675420165,3,7,61,61,61,68,69,75,82,NA,NA,"False","False","False","False","False","False","False}",NA,NA
"341",14521155,"RA2",9,1,"False","False","sad","Fair","talent","rules",1,"Female",46,"protestant","white","$0-$25,000",2,"Some College",32.9716610154,3,7,55,61,94,45,68,94,84,NA,NA,"False","False","True","False","False","True","True}",NA,NA
"342",555608798,"RA2",9,2,"True","False","happy","Fair","rules","luck",1,"Male",22,"catholic","white","$0-$25,000",3,"Some College",34.1153153022,3,7,67,100,68,93,83,67,83,NA,NA,"True","True","False","True","True","False","False",NA,NA
"343",976489821,"RE1",13,2,"True","False","happy","Fair","talent","luck",1,"Female",36,"none","white","$50,000-$75,000",8,"Some College",24.7521259824,3,7,60,69,105,104,82,80,79,NA,NA,"False","True","True","True","True","True","True}",NA,NA
"344",993439094,"RE1",13,1,"False","False","indifferent","Fair","rules","rules",1,"Female",21,"jewish","asian","$75,000+",1,"High School",29.8736689846,3,7,99,86,78,78,62,58,81,NA,NA,"True","False","False","False","False","False","False",NA,NA
"345",30526251,"RE1",11,1,"True","True","happy","Unfair","luck","rules",1,"Female",23,"none","white","$25,000-$50,000",3,"College Degree",37.5037006656,3,7,83,78,95,96,79,95,91,NA,NA,"True","True","True","True","True","True","True",NA,NA
"346",960454974,"RE1",11,2,"False","False","indifferent","Unfair","luck","rules",1,"Male",47,"protestant","black","$50,000-$75,000",1,"College Degree",30.3615431984,3,7,59,66,58,82,49,59,61,NA,NA,"False","False","False","False","False","False","False}",NA,NA
"347",282292684,"RA2",11,1,"False","False","indifferent","Fair","luck","talent",1,"Female",53,"catholic","white","$0-$25,000",4,"College Degree",25.4197184682,3,7,74,76,80,79,97,83,84,NA,NA,"False","True","False","False","True","False","False",NA,NA
"348",425319473,"RA2",11,2,"True","False","happy","Fair","rules","talent",1,"Female",39,"catholic","other","$0-$25,000",5,"Some College",25.4594653328,3,7,76,57,102,82,63,81,97,NA,NA,"True","False","True","True","False","True","True",NA,NA
"349",658437284,"RA2",12,2,"True","True","happy","Fair","rules","talent",1,"Female",30,"catholic","white","$75,000+",6,"College Degree",20.5161952496,3,7,77,71,71,64,80,75,90,NA,NA,"True","True","False","False","True","False","True",NA,NA
"350",61981528,"RA2",12,1,"False","False","sad","Fair","talent","rules",1,"Male",53,"none","white","$0-$25,000",2,"College Degree",20.6850094676,3,7,55,76,91,71,83,102,85,NA,NA,"False","False","True","True","False","True","False",NA,NA
"351",499846684,"RA2",13,2,"True","False","happy","Fair","luck","talent",1,"Male",50,"protestant","white","$25,000-$50,000",6,"College Degree",26.3035102963,3,7,58,78,71,84,85,75,NA,NA,72,"True","True","True","True","True",NA,NA,NA,"False"
